,0,1,2,3,4,5,6,7,8,9,10,11,12,label
93,-369.01273,59.959953,-20.103022,12.462248,-30.977642,6.3332005,-6.9841995,-5.5896134,-5.2700434,-2.9227965,-8.419621,-5.822257,4.0787306,1
94,-340.8607,74.494255,-33.70772,2.1277628,-22.977633,0.69840324,-2.82285,-8.206931,-1.8761734,-0.3396931,-7.701472,-5.9905562,-2.0393183,1
95,-349.39426,67.24027,-23.26638,13.420693,-32.544746,-4.6520805,-4.6047783,-14.291859,-4.195257,-3.4362075,-13.408691,-6.460437,0.48936513,1
96,-344.68173,77.76792,-23.614077,15.608451,-25.614782,-8.680447,-6.4858465,-11.892126,-5.7923326,-5.1959467,-12.415554,-5.9143353,0.4927811,1
97,-339.9672,81.47352,-27.974321,20.16956,-28.176254,-2.9942281,-8.633226,-12.064899,-7.7509947,-4.959253,-15.636234,-9.200507,-0.80927,1
98,-331.69708,82.76511,-39.58166,43.770226,-21.875162,-8.607428,-11.89274,-12.717434,-9.003855,-9.357907,-15.170893,-5.846507,-3.9788501,1
99,-359.1562,69.48578,-24.552855,26.453981,-23.532314,-6.9178057,-11.418565,-5.778619,-6.1896596,-7.578164,-12.718142,-3.8504224,1.5809541,1
100,-333.8985,73.671364,-27.115286,15.443388,-29.721144,-1.6158496,-5.0471473,-15.048721,-5.3604555,-4.5071616,-13.38494,-8.341426,-0.13294606,1
101,-334.19943,67.80192,-28.635693,17.314016,-32.39081,-6.9361734,-5.655507,-10.688944,-7.8915806,-5.857643,-10.28491,-2.543127,2.3045053,1
102,-313.69608,50.8076,-34.53841,12.868085,-24.741098,-3.0974798,-11.293908,-12.491908,-3.939279,-0.58452666,-12.36611,-7.431028,0.9269169,1
103,-399.0489,59.915565,-37.80468,32.16422,-21.217714,-1.0829625,-7.335992,-8.707051,-1.1794916,-6.118034,-10.442345,-3.191982,0.7301422,1
104,-366.88852,71.76647,-24.911804,18.508533,-21.056389,5.1448455,-11.148395,-8.681205,-6.96932,-3.6771376,-11.81776,-6.1649446,0.91845304,1
105,-345.41324,71.56636,-35.91469,43.55593,-28.280788,-4.167646,-10.039504,-9.680167,-7.943335,-8.801703,-15.198244,-5.161495,-2.008924,1
106,-429.57837,64.58616,-12.762906,14.768184,-18.54525,3.6113966,-2.113621,-4.421209,-4.687992,-3.1631832,-8.633419,-6.374841,-0.47362038,1
107,-379.78104,78.71044,-19.36016,16.402706,-17.628414,0.3859572,-5.549352,-11.305616,-10.608298,-2.7126606,-12.873879,-7.5739045,-1.7780077,1
108,-337.2544,81.375465,-42.026928,15.594178,-24.556107,-3.6481335,-4.296129,-11.899229,-6.646835,-5.719232,-9.941972,-8.6412325,-2.4285593,1
109,-367.70807,49.195457,-21.173832,28.686274,-15.664781,-6.2261105,-6.4015574,-4.5372825,-8.269389,-10.88088,-11.690466,-6.307548,-3.2087934,1
110,-330.88437,86.74883,-38.337555,9.493901,-25.441263,-3.2052412,-5.176045,-13.367139,-7.4047103,-5.0532894,-8.988368,-4.269793,-0.3277311,1
111,-386.22537,87.81175,-31.975971,19.62807,-21.951313,-5.877795,-2.1808364,-11.77016,-7.4892163,-5.4610667,-10.957792,-7.7172065,-3.2217212,1
112,-354.76797,80.13654,-42.626648,26.695236,-23.700457,-8.373943,-7.4237742,-15.33171,-4.937455,-7.277799,-14.057715,-3.5457764,-4.09867,1
113,-319.86853,81.56845,-40.93771,28.679253,-22.678383,-4.848363,-11.0173855,-12.054822,-9.56459,-8.963421,-13.83502,-6.384971,-1.238637,1
114,-353.98703,93.119644,-33.25068,31.959702,-18.946678,-4.2229667,-9.797117,-14.791323,-6.3981347,-8.465553,-13.639221,-8.395778,-3.1281843,1
115,-356.8191,78.62854,-25.183968,38.114014,-13.200108,-0.025997665,-11.214875,-8.745512,-10.029558,-9.779607,-14.274049,-6.1382837,-3.326701,1
116,-342.72623,81.85755,-49.017403,28.83719,-26.79785,-6.096106,-7.0801764,-5.6231833,-9.200432,-9.75763,-14.041267,-4.3432307,-1.1599514,1
117,-342.0285,92.7938,-27.308016,22.89888,-23.258238,-10.7665205,-5.4373107,-15.3579235,-8.247052,-9.079698,-16.036514,-6.351033,-2.4332383,1
118,-364.9274,66.28505,-12.627494,19.753252,-18.200054,-1.7821304,-6.6892667,-8.865082,-7.112704,-7.7480755,-11.808973,-3.4912665,1.0421056,1
119,-368.15604,79.553856,-20.11978,5.632933,-19.847143,2.5209987,3.727767,-9.519644,-4.9436393,-1.9145228,-8.64031,-7.4698186,-1.3686289,1
120,-313.3897,74.45992,-32.327953,31.487528,-20.683481,-2.9372668,-13.12154,-9.962925,-8.224023,-10.651534,-12.453887,-5.19413,0.8886944,1
121,-376.0329,88.54796,-28.447828,12.022984,-12.688353,-2.5518837,-3.3882267,-8.770285,-4.107157,-3.2376618,-7.281672,-4.0225244,-1.6665838,1
122,-347.05392,81.424706,-29.866976,24.055008,-14.680489,-7.3576174,-3.242386,-12.351121,-6.000764,-7.8224354,-12.272507,-2.2287068,-1.9859188,1
123,-351.02774,56.77729,-23.162586,17.529629,-16.158726,-0.008010806,-10.063216,-11.9942045,-4.361233,-4.9086256,-8.533427,-5.298526,1.5375247,1
124,-386.33795,55.13558,-14.359974,18.285803,-18.620646,-1.5805688,-4.9102044,-8.920113,-7.6046977,-3.9716978,-12.333998,-5.572866,1.1475469,1
125,-331.0376,77.13374,-44.55569,37.67483,-26.333862,-5.5205474,-8.746055,-11.50021,-12.037001,-9.291775,-15.750492,-7.473492,-5.1537585,1
126,-392.22464,63.844112,-30.999035,21.510408,-15.879701,-6.4522557,-11.710642,-3.5077682,-2.6885042,-6.173474,-8.56203,-4.882002,0.035385285,1
127,-357.16995,75.793236,-15.661278,28.084513,-2.813242,8.457069,-16.541265,-11.203778,-7.127872,-4.505675,-7.4687095,-4.349656,2.2433453,1
128,-338.80762,93.59118,-14.416544,25.494009,-12.988418,1.9204317,-6.189424,-17.586695,-13.979434,-4.9576235,-10.035319,-3.2234497,-0.27260974,1
129,-341.69785,72.71716,-13.526481,28.241663,0.29403824,5.321193,-8.922183,-12.832319,-13.559538,-3.0796237,-3.6869855,-4.247249,-1.7623633,1
130,-341.2031,98.488304,-22.048388,38.044827,-9.720991,4.3740416,-13.246264,-19.814762,-17.388575,-7.5454445,-6.371211,-5.5169196,-2.9241817,1
131,-408.65616,85.48552,-18.728767,25.724648,-12.246327,5.851049,-0.25099447,-10.025187,-8.8058605,0.4815339,-9.593705,-6.432717,-1.523659,1
132,-313.44006,94.41171,-32.038227,36.548634,-16.784498,6.592463,-16.702677,-19.40066,-13.921475,-2.5565875,-9.5781,-7.8454423,-0.51873684,1
133,-346.5248,90.89234,-16.303282,23.261395,-6.0574784,2.4480035,-8.499099,-14.449002,-14.946944,-5.577794,-5.9381847,-5.1709385,-3.3233259,1
134,-329.72037,79.033165,-23.611357,29.871653,-10.49346,6.4210205,-12.61794,-14.823828,-13.518374,-4.9765687,-8.341109,-3.884817,-3.1790571,1
135,-301.92612,110.168304,-34.06163,34.841877,-9.461701,-0.72031444,-13.0623865,-20.586876,-12.696776,-4.3700085,-9.973749,-2.8788092,-4.1678505,1
136,-312.2852,88.61393,-28.662584,42.370995,-13.597203,2.788976,-16.41577,-15.731822,-12.886443,-7.8054714,-10.484483,-3.2412982,2.037431,1
137,-337.13925,96.81412,-16.297506,30.796915,-12.226668,5.5663824,-6.3135977,-11.728174,-14.309083,-3.9547021,-8.998543,-4.491445,-0.58504426,1
138,-346.127,68.25749,-10.030904,37.59742,2.459312,6.0188236,-11.73593,-10.894325,-11.411129,-2.925633,-6.3138046,-4.549252,-3.2769043,1
139,-338.0225,74.55649,-18.664804,30.032345,-10.707504,7.9220757,-17.950172,-11.163453,-9.798103,-3.2900429,-5.4791026,-2.0213265,2.8456738,1
140,-375.767,94.68763,-35.046124,29.710106,-5.2238164,3.3771884,-5.9446497,-23.102547,-9.976879,-1.4320261,-9.485525,-3.7469273,-1.7430707,1
141,-322.55112,86.74925,-21.99742,40.920147,-4.1163926,2.385697,-14.336531,-16.5923,-13.55661,-5.893965,-8.594389,-2.4235656,0.5983483,1
142,-337.9558,66.553474,-6.847618,24.95281,-2.6850414,13.958315,-11.450138,-10.110249,-11.986393,-4.772357,-7.2608294,-4.613432,1.5018185,1
143,-332.704,91.94735,-17.02276,27.909777,-11.341707,10.107654,-15.317748,-13.958046,-14.878762,-3.2719567,-6.2088885,-5.129715,-1.4518533,1
144,-355.3318,102.705635,-23.508175,21.430035,-13.223723,3.14768,-9.3043785,-16.952354,-13.373427,-2.0935261,-2.0645025,-7.716639,-5.8713145,1
145,-303.40924,73.872665,-15.798083,26.176119,-7.9733124,3.098014,-10.28186,-16.587326,-14.694103,-5.800379,-7.9733787,-4.583927,-0.6652215,1
146,-308.2567,102.6216,-29.974892,24.106873,-9.163136,8.46514,-11.240761,-15.450777,-12.6731825,-4.276286,-6.9558845,-2.2807186,-1.7977369,1
147,-320.4752,79.55812,-15.235838,19.518867,-9.006112,-1.0168092,-9.041669,-14.168695,-7.836857,-5.5830073,-6.842322,-2.2405126,-0.03980221,1
148,-352.4622,77.27953,-17.439596,31.424217,-8.6496725,4.4526854,-13.674917,-10.7633705,-6.017416,-1.6790317,-4.991866,-3.9432743,1.222593,1
149,-359.14233,85.698395,-11.526175,30.916264,-2.8020265,7.65651,-13.214361,-10.515479,-12.179802,-7.7776756,-10.903313,-3.1128714,-0.41911379,1
150,-280.23312,97.33436,-24.003317,28.129063,-17.683994,2.4895504,-13.813575,-18.198101,-17.317974,-3.6991408,-9.06544,-4.472654,-3.0332065,1
151,-292.4868,92.06237,-29.421713,30.65696,-11.889889,5.3291354,-13.583937,-18.109344,-10.833373,-2.172977,-8.425029,-3.0107045,-1.3186202,1
152,-355.6913,67.77564,-9.534449,38.009674,-1.86934,0.7355113,-7.5902944,-12.130145,-14.075864,-7.8242044,-7.273549,-1.9298828,-1.6010712,1
153,-353.4589,90.28259,-16.158495,30.964157,-5.1279926,2.0627577,-4.347833,-20.71122,-13.754743,-6.5275445,-8.055936,-4.0238957,-3.6878223,1
154,-266.11258,100.04196,-40.082806,38.123833,-23.765774,9.098965,-28.412064,-15.907187,-15.109048,-0.21600835,-3.31008,-8.34235,1.8098935,1
155,-295.79263,98.61555,-30.069014,37.742874,-14.046754,1.249641,-14.644808,-22.475153,-17.339043,-5.7016068,-8.647299,-4.3742285,-2.2007604,1
156,-343.28934,90.41637,-20.288498,36.999443,-2.8662565,-0.5826571,-9.298122,-12.935095,-12.258524,-7.47551,-8.955633,-1.7340902,-4.125713,1
157,-321.35303,90.99003,-14.317796,23.07083,-12.969488,2.053303,-6.4295883,-20.243572,-18.337772,-6.9396114,-9.568884,-3.3595345,-3.9323819,1
158,-279.7409,108.552956,-31.216782,31.082943,-16.540245,-0.7351943,-14.617567,-16.984306,-17.396317,-7.2870836,-7.034572,-5.7415667,-4.6540823,1
159,-367.66397,92.45608,-18.622707,16.835371,1.6606503,3.4752092,-1.9730253,-14.644605,-4.758238,-1.6836677,-4.9642606,-0.9865099,-6.0325804,1
160,-377.63358,77.48523,-17.585722,41.113647,-4.479397,5.0747714,-10.655357,-13.156193,-11.1242485,-1.0701102,-5.954183,-7.8702984,0.44298163,1
161,-349.07532,92.435295,-18.26175,27.831,-20.147284,8.784179,-9.951523,-15.668396,-17.135122,-5.0294614,-7.927983,-4.0640626,-0.5697241,1
162,-346.58557,90.82844,-28.303669,33.38457,-10.673016,1.5464625,-11.001821,-14.976374,-10.886785,-6.54213,-6.890235,-2.193742,-3.0030644,1
163,-279.74396,91.58522,-30.905817,45.362785,-13.349169,7.8911543,-17.515118,-16.943682,-16.438046,-4.321705,-9.391877,-7.110834,-0.30495566,1
164,-281.93286,85.97016,-21.230173,31.851952,-9.368551,8.342184,-12.619823,-9.217935,-12.304314,-7.945027,-11.002712,-6.059994,-3.9596417,1
165,-330.9348,101.1575,-16.798933,29.982233,-6.3755155,6.8722405,-14.199496,-18.930813,-15.093668,-4.1466484,-7.6062455,-2.4267013,0.3072475,1
166,-313.8531,82.51112,-18.435799,31.179632,-12.42392,8.50276,-16.632938,-8.067262,-13.956119,-2.1578825,-7.188604,-3.8759325,3.2020264,1
